"Etunimi","Lukumäärä"
"Granit",12
"Haci",12
"Hafidh",12
"Heiki",12
"Henok",12
"Hesham",12
"Hilmi",12
"Hoai",12
"Huvi",12
"Idriss",12
"Iiska",12
"Ilija",12
"Isam",12
"Ismaan",12
"Iyad",12
"Jaapo",12
"Jabar",12
"Jace",12
"Jahangir",12
"Jakim",12
"Jan-Fredrik",12
"Jani-Kristian",12
"Janne-Markus",12
"Janno",12
"Jari-Jussi",12
"Jari-Mikko",12
"Jarl-Olof",12
"Jasmo",12
"Jaspar",12
"Jobi",12
"Jochum",12
"Johanna",12
"Joni-Kristian",12
"Jonnenpoika",12
"Joona-Matias",12
"Joris",12
"Josep",12
"Jovan",12
"Joy",12
"Juha-Markku",12
"Juha-Martti",12
"Juha-Pertti",12
"Juho-Aleksi",12
"Juho-Veikko",12
"Jussi-Heikki",12
"Jussi-Mikko",12
"Jyri-Petri",12
"Kais",12
"Kalle-Valtteri",12
"Kapriel",12
"Kardo",12
"Kari-Veikko",12
"Kendrick",12
"Kert",12
"Kettil",12
"Kjell-Ove",12
"Klim",12
"Kushtrim",12
"Kwan",12
"Kwok",12
"Larbi",12
"Lassi-Matti",12
"Ledion",12
"Lembit",12
"Lester",12
"Levin",12
"Liius",12
"Maarten",12
"Maciej",12
"Maininki",12
"Malakai",12
"Malick",12
"Mamdouh",12
"Manoj",12
"Manunpoika",12
"Marko-Pekka",12
"Marko-Petteri",12
"Martimo",12
"Mascuud",12
"Masuud",12
"Matti-Esko",12
"Matti-Tapio",12
"Maurizio",12
"Maverick",12
"Mazen",12
"Micheal",12
"Mika-Erik",12
"Mikka",12
"Mirac",12
"Mojtaba",12
"Moshe",12
"Muhammet",12
"Mykola",12
"Nabi",12
"Najim",12
"Namir",12
"Nante",12
"Nassim",12
"Nazir",12
"Neeo",12
"Nigel",12
"Niikko",12
"Nor",12
"Nuh",12
"Nyrki",12
"Oguz",12
"Okke",12
"Omed",12
"Omran",12
"Onerva",12
"Orson",12
"Osvaldo",12
"Otmar",12
"Pau",12
"Pavlo",12
"Peetro",12
"Petri-Mikael",12
"Petrov",12
"Preston",12
"R",12
"Rainerinpoika",12
"Ralf-Erik",12
"Ramil",12
"Rando",12
"Randolph",12
"Ren",12
"Renas",12
"Reno",12
"Revontuli",12
"Riho",12
"Rikumatti",12
"Roan",12
"Rolfsson",12
"Roope-Oskari",12
"Ruupertti",12
"Ruurikki",12
"Saamuel",12
"Safin",12
"Sahal",12
"Sahand",12
"Samba",12
"Samet",12
"Santi",12
"Sead",12
"Serko",12
"Seve",12
"Shahram",12
"Shuaib",12
"Sikstus",12
"Simo-Samuli",12
"Sohail",12
"Suman",12
"Suresh",12
"Suune",12
"Tamim",12
"Teno",12
"Teofiilus",12
"Teuvonpoika",12
"Tewodros",12
"Tex",12
"Thobias",12
"Thorleif",12
"Tibor",12
"Tijan",12
"Timo-Heikki",12
"Tommi-Pekka",12
"Tomppa",12
"Tong",12
"Toni-Tapio",12
"Topinpoika",12
"Toto",12
"Tuhto",12
"Ugochukwu",12
"Uku",12
"Vahid",12
"Walde",12
"Wasim",12
"Vassili",12
"Veli-Tuomas",12
"Vexi",12
"Wibe",12
"Vilkko",12
"Will",12
"Villepekka",12
"Ville-Veli",12
"Vilpuri",12
"Vinsentti",12
"Visar",12
"Vitalis",12
"Wladimir",12
"Wladyslaw",12
"Woitto",12
"Yacquub",12
"Yi",12
"Yoel",12
"Yuriy",12
"Zakarie",12
"Zaman",12
"Zaya",12
"Zayn",12
"Zebastian",12
"Aapa",11
"Aapo-Matti",11
"Aappi",11
"Abdelghani",11
"Abderrahman",11
"Abdifitah",11
"Abdinur",11
"Abdirizaq",11
"Abdulmalik",11
"Abdulrazzaq",11
"Abdulwahid",11
"Abedin",11
"Achille",11
"Adeola",11
"Adham",11
"Adis",11
"Adriaan",11
"Afonso",11
"Afshin",11
"Age",11
"Ahmed-Nur",11
"Ajmal",11
"Akin",11
"Albiinus",11
"Albus",11
"Alden",11
"Alin",11
"Alje",11
"Ana",11
"Andaras",11
"Anselmus",11
"Ánte",11
"Antti-Ilari",11
"Anttony",11
"Apostolos",11
"Aqeel",11
"Arden",11
"Ardit",11
"Arel",11
"Arild",11
"Aristoteles",11
"Ari-Tapani",11
"Arsim",11
"Arttu-Oskari",11
"Asghar",11
"Aslakki",11
"Assari",11
"Athos",11
"Atik",11
"Atticus",11
"Ayanle",11
"Bart",11
"Batuhan",11
"Bedirhan",11
"Bertelsson",11
"Bo-Håkan",11
"Celal",11
"Chidera",11
"Clayton",11
"Daahir",11
"Dalton",11
"Danh",11
"Dan-Olof",11
"Daoud",11
"Dawud",11
"Deeq",11
"Denys",11
"Dev",11
"Dewin",11
"Do",11
"Edil",11
"Edson",11
"Edwart",11
"Eedvin",11
"Eelu",11
"Eero-Veikko",11
"Eetvart",11
"Eijo",11
"Einojuhani",11
"Ekko",11
"Elessar",11
"Emmanouil",11
"Enar",11
"Endel",11
"Ener",11
"Enoch",11
"Eron",11
"Ersin",11
"Everi",11
"Evgenij",11
"Evind",11
"Faarah",11
"Fareed",11
"Fawzi",11
"Feeti",11
"Ferit",11
"Fidan",11
"Fisnik",11
"Frits",11
"Fuat",11
"Fynn",11
"Gazmend",11
"Georgiev",11
"Germund",11
"Ghalib",11
"Gianluca",11
"Gil",11
"Gregori",11
"Guennadi",11
"Gustave",11
"Haim",11
"Halit",11
"Hannibal",11
"Haroon",11
"Henriksson",11
"Herpertti",11
"Hersi",11
"Hilari",11
"Hilpas",11
"Hristo",11
"Hussen",11
"Iiwari",11
"Ike",11
"Ile",11
"Ilker",11
"Ingmarsson",11
"Jaakko-Matti",11
"Jamin",11
"Jamshid",11
"Jani-Jukka",11
"Jannu",11
"Jan-Roger",11
"Jari-Juha",11
"Jarimatti",11
"Jari-Veikko",11
"Jarkko-Juhani",11
"Jasem",11
"Jefferson",11
"Jesús",11
"Jhon",11
"Jimy",11
"Johanni",11
"Jonne-Pekka",11
"Jorgos",11
"Jori-Matti",11
"Jotaarkka",11
"Juha-Tuomas",11
"Jussi-Joonas",11
"Juuso-Matias",11
"Jyrki-Pekka",11
"Kaapre",11
"Kaarl",11
"Kaarlonpoika",11
"Kadri",11
"Kai-Petri",11
"Kaj-Kristian",11
"Kajnpoika",11
"Kalle-Markus",11
"Kallio",11
"Kambiz",11
"Karar",11
"Karl-August",11
"Karrinpoika",11
"Karri-Pekka",11
"Kayode",11
"Khai",11
"Kid",11
"Kimani",11
"Klaes",11
"Klaus-Erik",11
"Ko",11
"Kontio",11
"Kostian",11
"Kristeri",11
"Kwadwo",11
"Kwasi",11
"Lance",11
"Lancelot",11
"Lars-Gustav",11
"Lei",11
"Lian",11
"Liridon",11
"Lucio",11
"Madis",11
"Maltti",11
"Manolis",11
"Marcell",11
"Marten",11
"Marwaan",11
"Maunonpoika",11
"Melih",11
"Miika-Matti",11
"Miikka-Matias",11
"Miikus",11
"Mika-Tapani",11
"Mikko-Tapio",11
"Miko-Matias",11
"Milon",11
"Milot",11
"Miro-Petteri",11
"Moalim",11
"Mohd",11
"Mortaza",11
"Muhudin",11
"Muzaffer",11
"Nabaz",11
"Naji",11
"Nate",11
"Nedzad",11
"Nero",11
"Neville",11
"Nhu",11
"Nicolaus",11
"Nihad",11
"Nils-Gustav",11
"Nils-Åke",11
"Ocean",11
"Octavio",11
"Olanrewaju",11
"Olli-Kalle",11
"Oren",11
"Orma",11
"Osamah",11
"Oskarinpoika",11
"Otro",11
"Otto-Petteri",11
"Ozzy",11
"Pave",11
"Pether",11
"Pouta",11
"Qader",11
"Qusay",11
"Radu",11
"Raja",11
"Rama",11
"Ramiar",11
"Ramón",11
"Randolf",11
"Rashad",11
"Rashed",11
"Rasim",11
"Reemi",11
"Rehan",11
"Reto",11
"Ridwaan",11
"Ridvan",11
"Rock",11
"Ronin",11
"Rubert",11
"Ryder",11
"S",11
"Safa",11
"Saiful",11
"Sajad",11
"Sajjad",11
"Sakariya",11
"Salu",11
"Samar",11
"Samatar",11
"Samiir",11
"Sami-Kristian",11
"Samsa",11
"Saulinpoika",11
"Saulus",11
"Sefanja",11
"Seikko",11
"Shaban",11
"Shadi",11
"Shalom",11
"Shan",11
"Shirwa",11
"Sidar",11
"Siinto",11
"Simo-Santeri",11
"Soliman",11
"Somchai",11
"Steffan",11
"Subhan",11
"Suraj",11
"Tankred",11
"Tapsa",11
"Tayfun",11
"Thamer",11
"Thong",11
"Thuan",11
"Thuong",11
"Timo-Veikko",11
"Tini",11
"Tio",11
"Toivonpoika",11
"Tomi-Matti",11
"Tom-Johan",11
"Topi-Pekka",11
"Toralf",11
"Tor-Alf",11
"Tuli",11
"Tyr",11
"Uskali",11
"Uule",11
"Valerio",11
"Walto",11
"Veele",11
"Veiko",11
"Veli-Matias",11
"Veli-Viljami",11
"Wenzel",11
"Verni",11
"Vesa-Antti",11
"Vesa-Valtteri",11
"Viljar",11
"Vilkku",11
"Willehart",11
"Ville-Mikael",11
"Willie",11
"Vince",11
"Visa-Matti",11
"Voltti",11
"Yasar",11
"Yonas",11
"Youness",11
"Zahid",11
"Zander",11
"Zeus",11
"Zheng",11
"Zubeyr",11
"Örnulf",11
"Öyvind",11
"Aarav",10
"Abdikariim",10
"Abdiqaadir",10
"Abdirashiid",10
"Abdiwahaab",10
"Abdoulaye",10
"Abdulfatah",10
"Abdulhakim",10
"Abdulwahab",10
"Abubakr",10
"Abul",10
"Adama",10
"Adebayo",10
"Aihe",10
"Aimonpoika",10
"Ajdin",10
"Akatius",10
"Akunpoika",10
"Albrecht",10
"Alem",10
"Alexios",10
"Alim",10
"Anatol",10
"Anderson",10
"Andrian",10
"Anes",10
"Anna",10
"Anskarius",10
"Anssi-Petteri",10
"Ants",10
"Antti-Olli",10
"Antti-Sakari",10
"Aria",10
"Arimatti",10
"Armen",10
"Arpo",10
"Asaf",10
"Ashish",10
"Ashkan",10
"Ashok",10
"Askal",10
"Astrit",10
"Ato",10
"Atte-Pekka",10
"Auer",10
"Auro",10
"Ayan",10
"Azim",10
"Badal",10
"Bakir",10
"Basim",10
"Bassem",10
"Benedictus",10
"Bengt-Göran",10
"Benn",10
"Bertrand",10
"Bjorn",10
"Blessing",10
"Bogislaus",10
"Boran",10
"Bosson",10
"Brayan",10
"Börjesson",10
"Callum",10
"Camillo",10
"Carl-Victor",10
"Carson",10
"Catalin",10
"Cédric",10
"Chia",10
"Chibueze",10
"Chidubem",10
"Chimezie",10
"Chol",10
"Ciprian",10
"Ciro",10
"Claës",10
"Claes-Göran",10
"Clemens",10
"Conan",10
"Cosimo",10
"Daaniel",10
"Dakhil",10
"Daris",10
"Darrell",10
"Davood",10
"Dejan",10
"Devrim",10
"Domingo",10
"Donovan",10
"Eeben",10
"Eeles",10
"Eghosa",10
"Eino-Veikko",10
"Eiric",10
"Eivind",10
"Eko",10
"Elden",10
"Eljami",10
"Emilia",10
"Erikinpoika",10
"Erik-Mikael",10
"Erni",10
"Errol",10
"Esko-Juhani",10
"Faiz",10
"Faraj",10
"Fardin",10
"Fevzi",10
"Filippos",10
"Florim",10
"Frans-Eemil",10
"Gabor",10
"Gareth",10
"Gaurav",10
"Gerardus",10
"Gerrit",10
"Gharib",10
"Giancarlo",10
"Grim",10
"Gunnarson",10
"Gusten",10
"Hamit",10
"Hanna",10
"Hannu-Tapio",10
"Harvey",10
"Hasen",10
"Hazar",10
"Hazem",10
"Heikki-Jussi",10
"Hendrix",10
"Henri-Matias",10
"Hirsi",10
"Hiskia",10
"Hossam",10
"Hristov",10
"Hua",10
"Huner",10
"Hussam",10
"Iain",10
"Iikko",10
"Ikaros",10
"Ildar",10
"Ilmarinpoika",10
"Indiana",10
"Ireneus",10
"Isaak",10
"Ishaq",10
"Isma",10
"Jai",10
"Jame",10
"Jameel",10
"Jan-Axel",10
"Jan-Henry",10
"Janne-Veikko",10
"Jan-Stefan",10
"Jasser",10
"Jean-Claude",10
"Jean-Pierre",10
"Jemil",10
"Jensen",10
"Jesse-Matias",10
"Jihad",10
"Joniel",10
"Jorinpoika",10
"Jori-Petteri",10
"Josh",10
"Jovnna",10
"Jozef",10
"Juho-Kustaa",10
"Jussi-Tapio",10
"Jussi-Tuomas",10
"Jussi-Ville",10
"Kaj-Ole",10
"Kalle-Kustaa",10
"Kamaran",10
"Karen",10
"Kari-Antti",10
"Karimatti",10
"Kashmir",10
"Keke",10
"Kelly",10
"Kennedy",10
"Kero",10
"Khalifa",10
"Khamis",10
"Khoi",10
"Killian",10
"Kim-Kristian",10
"Kim-Mikael",10
"Kimo",10
"Kim-Peter",10
"Kin",10
"Kingston",10
"Knud",10
"Ku",10
"Kultimo",10
"Kyrö",10
"Köpi",10
"La",10
"Lahcen",10
"Lahoucine",10
"Laine",10
"Lari-Petteri",10
"Laszlo",10
"Leanteri",10
"Leewi",10
"Leif-Åke",10
"Leigh",10
"Leo-Petteri",10
"Lou",10
"Lucky",10
"Ludvik",10
"Lyon",10
"Magdy",10
"Mani",10
"Manni",10
"Mansoor",10
"Maslah",10
"Matjus",10
"Matti-Veikko",10
"Matvej",10
"Mesfin",10
"Michaël",10
"Migel",10
"Mihalis",10
"Mihály",10
"Mihkku",10
"Miika-Petteri",10
"Mika-Kristian",10
"Mika-Matias",10
"Mika-Tapio",10
"Mikkeli",10
"Mikko-Jussi",10
"Mikko-Samuli",10
"Miroslaw",10
"Moalin",10
"Moises",10
"Monir",10
"Morits",10
"Muhamet",10
"Muhanad",10
"Muhudiin",10
"Naatan",10
"Nassir",10
"Nay",10
"Nevzat",10
"Nikhil",10
"Niko-Joonas",10
"Niko-Kristian",10
"Niko-Markus",10
"Niko-Matias",10
"Niko-Ville",10
"Nimrod",10
"Nouh",10
"Nousia",10
"Nyyti",10
"Obi",10
"Olad",10
"Olatunde",10
"Olli-Jukka",10
"Olli-Matias",10
"Olufemi",10
"Osei",10
"Oso",10
"Otakar",10
"Ottu",10
"Pa",10
"Paavo-Petteri",10
"Pan",10
"Patrikki",10
"Patryk",10
"Pauli-Petteri",10
"Paw",10
"Pehr-Olof",10
"Petka",10
"Petrit",10
"Phung",10
"Puja",10
"Puro",10
"Pål",10
"Qasem",10
"Qays",10
"Radi",10
"Rage",10
"Ragnarsson",10
"Raid",10
"Raif",10
"Railo",10
"Ramiz",10
"Recep",10
"Rejan",10
"Renat",10
"Renee",10
"Rento",10
"Riyadh",10
"Rodin",10
"Rollo",10
"Roniel",10
"Roni-Petteri",10
"Rossi",10
"Sadek",10
"Sadi",10
"Saied",10
"Saikou",10
"Sakarie",10
"Samae",10
"Samponpoika",10
"Sandeep",10
"Santtu-Pekka",10
"Saulo",10
"Sere",10
"Sharmake",10
"Shay",10
"Sheng",10
"Shlomo",10
"Shorsh",10
"Siavash",10
"Sidi",10
"Signar",10
"Siimoni",10
"Siivertti",10
"Simo-Heikki",10
"Simo-Matti",10
"Sipo",10
"Sohaib",10
"Soner",10
"Soren",10
"Spiridon",10
"Star",10
"Stefansson",10
"Suliman",10
"Svein",10
"Tahar",10
"Tammi",10
"Tare",10
"Tedi",10
"Teim",10
"Tero-Tapani",10
"Teutori",10
"Thim",10
"Thomasson",10
"Thor-Björn",10
"Timy",10
"Tom-Peter",10
"Tuuri",10
"Ty",10
"Ullah",10
"Ulric",10
"Urbanus",10
"Uri",10
"Wallace",10
"Valton",10
"Waltti",10
"Waqas",10
"Vasilis",10
"Wassim",10
"Veeti-Viljami",10
"Veikka-Valtteri",10
"Veli-Antero",10
"Veli-Sakari",10
"Veli-Seppo",10
"Vesa-Mikko",10
"Vikko",10
"Vilhart",10
"Ville-Martti",10
"Villy",10
"Vilmo",10
"Vilpo",10
"Vilppo",10
"Vivek",10
"Von",10
"Xhevdet",10
"Y",10
"Yacqub",10
"Yassir",10
"Yazan",10
"Ying",10
"Ylli",10
"Yrjö-Pekka",10
"Yusif",10
"Ziya",10
"Aabrami",9
"Aamunvalo",9
"Aarnio",9
"Aatu-Eemeli",9
"Abdelkrim",9
"Abdelmalek",9
"Abdigani",9
"Abdisamed",9
"Abdishakuur",9
"Abdulqader",9
"Abolfazl",9
"Abrar",9
"Abuukar",9
"Ademola",9
"Adeyemi",9
"Ahma",9
"Ahmednur",9
"Aitor",9
"Akash",9
"Ákos",9
"Alar",9
"Alas",9
"Alekseij",9
"Amaar",9
"Amanj",9
"Amatus",9
"Ánde",9
"Anel",9
"Anri",9
"Ansgar",9
"Anshelmi",9
"Antonin",9
"Antti-Ilmari",9
"Ari-Antti",9
"Ari-Tapio",9
"Ari-Veli",9
"Armaan",9
"Arnulf",9
"Arpad",9
"Arpia",9
"Arttu-Matti",9
"Arviidi",9
"Arvind",9
"Asil",9
"Ásllat",9
"Atem",9
"Aulo",9
"Bahri",9
"Balder",9
"Balthasar",9
"Basri",9
"Benaja",9
"Bent",9
"Berthold",9
"Blendi",9
"Bo-Henrik",9
"Bojan",9
"Boleslaw",9
"Brayden",9
"Brooklyn",9
"Caj-Erik",9
"Caner",9
"Carl-August",9
"Carl-Otto",9
"Cenneth",9
"Chibuike",9
"Chidi",9
"Chigozie",9
"Chisom",9
"Clinton",9
"Clyde",9
"Constantinos",9
"Damiel",9
"Dane",9
"Daniar",9
"Daniël",9
"Devran",9
"Dimidri",9
"Doan",9
"Doron",9
"Eber",9
"Eddin",9
"Edgardo",9
"Eemin",9
"Eemos",9
"Eero-Antti",9
"Eero-Oskari",9
"Eetunpoika",9
"Eicca",9
"Eino-Olavi",9
"Eligius",9
"Elmin",9
"Emirhan",9
"Eneas",9
"Enno",9
"Ephraim",9
"Erdi",9
"Eris",9
"Erjo",9
"Erjon",9
"Erki",9
"Erto",9
"Esat",9
"Esa-Ville",9
"Esbjörn",9
"Fahri",9
"Faik",9
"Farhaan",9
"Farooq",9
"Farshad",9
"Fattah",9
"Fazel",9
"Feudor",9
"Florin",9
"Frans-Erik",9
"Ganesh",9
"Gene",9
"Géza",9
"Gezim",9
"Graeme",9
"Gustaf-Adolf",9
"Gustav-Adolf",9
"Haaruun",9
"Hamidullah",9
"Hamilkar",9
"Hannu-Petteri",9
"Haval",9
"Heikki-Mikael",9
"Hernan",9
"Hesse",9
"Hin",9
"Hosein",9
"Hudson",9
"Iason",9
"Idir",9
"Iku",9
"Illi",9
"Ingram",9
"Inti",9
"Iosif",9
"Irving",9
"Jaakko-Ilkka",9
"Jaakko-Petteri",9
"Jalil",9
"Jamo",9
"Jan-Gunnar",9
"Jani-Tapani",9
"Janne-Mikael",9
"Jan-Otto",9
"Jari-Ville",9
"Jarkka",9
"Jarne",9
"Jarno-Petteri",9
"Jasi",9
"Jassu",9
"Jawid",9
"Jean-Erik",9
"Jehu",9
"Jere-Joonas",9
"Jo",9
"Job",9
"Joda",9
"Joey",9
"Johansson",9
"Joonanpoika",9
"Joonis",9
"Juha-Matias",9
"Juha-Olavi",9
"Juho-Eemeli",9
"Juho-Joonas",9
"Juho-Valtteri",9
"Jukka-Antero",9
"Jukka-Sakari",9
"Juli",9
"Julias",9
"Jurva",9
"Jussi-Antti",9
"Jussimatti",9
"Jyväs",9
"Kabir",9
"Kaj-Göran",9
"Kaj-Håkan",9
"Kalle-Heikki",9
"Kam",9
"Kari-Kristian",9
"Kari-Markus",9
"Karl-Alfred",9
"Karl-Eric",9
"Karl-Åke",9
"Kastor",9
"Kazi",9
"Kibet",9
"Kimmo-Petteri",9
"Kimsson",9
"Kipkoech",9
"Konni",9
"Konstu",9
"Krishan",9
"Labinot",9
"Lars-Christian",9
"Lasse-Matti",9
"Lauri-Kalle",9
"Laurus",9
"Lazaro",9
"Loc",9
"Lok",9
"Loran",9
"Lore",9
"Loren",9
"Luay",9
"Lukman",9
"Luqmaan",9
"Mads",9
"Mael",9
"Mahesh",9
"Mahmod",9
"Marcelino",9
"Mardin",9
"Marti",9
"Martinsson",9
"Martti-Juhani",9
"Matej",9
"Matti-Olavi",9
"Maxamed",9
"Mehrdad",9
"Mekonnen",9
"Micha",9
"Michelangelo",9
"Michell",9
"Micu",9
"Midas",9
"Miica",9
"Miikka-Petteri",9
"Mika-Antti",9
"Mikk",9
"Miklós",9
"Miljo",9
"Mille",9
"Mirwais",9
"Miska-Matias",9
"Mohaimen",9
"Mohamed-Amin",9
"Mohamuud",9
"Mohiadin",9
"Mon",9
"Moose",9
"Muamer",9
"Muqtar",9
"Mus'ab",9
"Naeem",9
"Nahom",9
"Najiib",9
"Namo",9
"Natthaphon",9
"Neko",9
"Nenad",9
"Newton",9
"Niall",9
"Niikka",9
"Nilsson",9
"Nirmal",9
"Oka",9
"Oleksiy",9
"Olli-Eemeli",9
"Oluwaseun",9
"Osmi",9
"Osse",9
"Otto-Wille",9
"Oumar",9
"Ousmane",9
"Outa",9
"Ovllá",9
"Parviz",9
"Pasi-Petri",9
"Pekki",9
"Peppe",9
"Ping",9
"Poul",9
"Prosper",9
"Rabih",9
"Raido",9
"Ran",9
"Rayen",9
"Rayyan",9
"Resul",9
"Rickhart",9
"Ricu",9
"Riggert",9
"Rizgar",9
"Robertsson",9
"Roel",9
"Rolando",9
"Romain",9
"Roméo",9
"Romet",9
"Routa",9
"Rubén",9
"Rubin",9
"Rudolph",9
"Ruubert",9
"Saban",9
"Sadredin",9
"Sager",9
"Sakarja",9
"Salamo",9
"Sami-Juhani",9
"Samil",9
"Sami-Markus",9
"Sami-Mikael",9
"Sami-Seppo",9
"Samu-Matias",9
"Sandy",9
"Sanfred",9
"Sangar",9
"Santosh",9
"Sarno",9
"Saro",9
"Sasan",9
"Saw",9
"Sefer",9
"Selahattin",9
"Sero",9
"Shahab",9
"Shahzad",9
"Shai",9
"Shannon",9
"Sharma",9
"Simuna",9
"Sindre",9
"Sixtus",9
"Skender",9
"Skyler",9
"Slim",9
"Sofian",9
"Stensson",9
"Suat",9
"Subhi",9
"Suhayb",9
"Susi",9
"Sven-Göran",9
"Tahto",9
"Taieb",9
"Taner",9
"Tatu-Petteri",9
"Taulant",9
"Teiko",9
"Tero-Jukka",9
"Tervo",9
"Tho",9
"Tiikka",9
"Timofej",9
"Timo-Tuomas",9
"Toivio",9
"Tom-Henrik",9
"Tomme",9
"Ton",9
"Topi-Petteri",9
"Torstenson",9
"Ukko-Ilmari",9
"Ulf-Göran",9
"Ulf-Johan",9
"Unho",9
"Wade",9
"Wagner",9
"Valtu",9
"Vantte",9
"Vasileios",9
"Vasko",9
"Wellu",9
"Venjamin",9
"Vilias",9
"Ville-Erik",9
"Villjam",9
"Vinjami",9
"Vinston",9
"Visa-Valtteri",9
"Xiao",9
"Yehuda",9
"Yin",9
"Yll",9
"Yohan",9
"Yukio",9
"Yunes",9
"Yunis",9
"Zakhar",9
"Zbigniew",9
"Zeeshan",9
"Zeid",9
"Aares",8
"Aaro-Matti",8
"Aayan",8
"Abdihakiim",8
"Abdimaalik",8
"Abdu",8
"Abdulhadi",8
"Abdulhamid",8
"Abdulhussain",8
"Abdul-Latif",8
"Abdul-Malik",8
"Abdulrahim",8
"Abdurahim",8
"Abdurrahim",8
"Achraf",8
"Admir",8
"Agaton",8
"Ahsan",8
"Aimé",8
"Akito",8
"Aki-Ville",8
"Akwasi",8
"Aland",8
"Albertto",8
"Aleksandrovich",8
"Alias",8
"Alku",8
"Alla",8
"Allah",8
"Álvaro",8
"Amed",8
"Amedeo",8
"Ándaras",8
"Andor",8
"Andras",8
"Anik",8
"Anir",8
"Anttijuhani",8
"Antti-Tuomas",8
"Arik",8
"Arnav",8
"Arshad",8
"Arttu-Petteri",8
"Arve",8
"Arvonpoika",8
"Aslam",8
"Astro",8
"Auli",8
"Awat",8
"Aviel",8
"Aye",8
"Aykut",8
"Ayo",8
"Bachir",8
"Bader",8
"Bakari",8
"Baki",8
"Balázs",8
"Bamidele",8
"Barre",8
"Bechir",8
"Beniamin",8
"Bentley",8
"Berkan",8
"Berkay",8
"Bero",8
"Bishnu",8
"Blair",8
"Bo-Eric",8
"Branko",8
"Brent",8
"Bright",8
"Bure",8
"C",8
"Carter",8
"Castiel",8
"Cesare",8
"Cherif",8
"Chester",8
"Chike",8
"Chinedum",8
"Chinh",8
"Cho",8
"Chukwuma",8
"Claes-Henrik",8
"Clas-Erik",8
"Clifton",8
"Crispin",8
"Dan-Mikael",8
"Dariusz",8
"Darko",8
"Daryl",8
"Dawid",8
"Davud",8
"Davut",8
"Deepak",8
"Devid",8
"Dheyaa",8
"Dijar",8
"Diler",8
"Dillon",8
"Dimitrij",8
"Djamel",8
"Domenic",8
"Durim",8
"Dwayne",8
"Ebou",8
"Ediz",8
"Edric",8
"Edvar",8
"Eedvart",8
"Eelian",8
"Eero-Juhani",8
"Eeveri",8
"Efim",8
"Eigil",8
"Einer",8
"Eino-Matti",8
"Eisa",8
"Eliahu",8
"Eliezer",8
"Elim",8
"Elisei",8
"Eljakim",8
"Eloi",8
"Elwood",8
"Emerick",8
"Endre",8
"Era",8
"Erdogan",8
"Ergin",8
"Ermin",8
"Erne",8
"Ernonpoika",8
"Ertan",8
"Esad",8
"Esa-Heikki",8
"Esa-Jukka",8
"Esko-Matti",8
"Esko-Pekka",8
"Eti",8
"Evren",8
"Ezel",8
"F.",8
"Fabien",8
"Fahd",8
"Fedi",8
"Feng",8
"Fenris",8
"Fethi",8
"Flamur",8
"Fozi",8
"Fraser",8
"Fredrich",8
"Fredrikki",8
"Frode",8
"Gaetano",8
"Galal",8
"Gavriil",8
"Ghaith",8
"Ghaleb",8
"Gibril",8
"Giorgos",8
"Godwin",8
"Gorgees",8
"Grigorii",8
"Gunter",8
"Haarun",8
"Hafiz",8
"Hamdan",8
"Hamdy",8
"Hanif",8
"Hannu-Tapani",8
"Hans-Mikael",8
"Hanssi",8
"Hansson",8
"Haraldsson",8
"Harri-Matti",8
"Hartmut",8
"Hartvig",8
"Hayrettin",8
"Hazim",8
"Heandarat",8
"Heiko",8
"Heka",8
"Hemen",8
"Hemn",8
"Heng",8
"Henri-Petteri",8
"Hilmeri",8
"Hing",8
"Hiro",8
"Hla",8
"Hosni",8
"Houssam",8
"Huan",8
"Hunar",8
"Hunor",8
"Iakov",8
"Idan",8
"Iika",8
"Iivu",8
"Ilarion",8
"Ilkka-Christian",8
"Ilkka-Tapio",8
"Indra",8
"Ingbert",8
"Ingjald",8
"Ira",8
"Ishmael",8
"Izet",8
"Jaabir",8
"Jaafet",8
"Jackie",8
"Jacky",8
"Jade",8
"Jamaal",8
"Jamppa",8
"Janik",8
"Janne-Joonas",8
"Jan-Oskar",8
"Jari-Tapani",8
"Jarkko-Petteri",8
"Jassim",8
"Jassin",8
"Jedidja",8
"Jeehu",8
"Jere-Markus",8
"Jeriel",8
"Jermi",8
"Jérôme",8
"Jiri-Pekka",8
"Joakkim",8
"Johanas",8
"Johani",8
"Johnnie",8
"Jolle",8
"Jonis",8
"Jooni",8
"Joosep",8
"Josue",8
"Judah",8
"Juho-Emil",8
"Juice",8
"Jukka-Veikko",8
"Jung",8
"Jussi-Matias",8
"Justice",8
"Jyri-Jukka",8
"Kadar",8
"Kael",8
"Kaipia",8
"Kali",8
"Kalle-Aleksi",8
"Kalle-Matias",8
"Kari-Petri",8
"Karli",8
"Karl-Wilhelm",8
"Kashif",8
"Kasra",8
"Kavin",8
"Kaya",8
"Kazim",8
"Kemo",8
"Kent-Johan",8
"Kenzo",8
"Kerry",8
"Keyse",8
"Keyvan",8
"Kimon",8
"Kjell-Åke",8
"Klemet",8
"Koa",8
"Kolja",8
"Kornelius",8
"Kosar",8
"Kriste",8
"Kristianinpoika",8
"Kristijan",8
"Kyaw",8
"Lal",8
"Landon",8
"Lasarus",8
"Laurens",8
"Lauri-Matias",8
"Laurin",8
"Lauri-Petteri",8
"Lawi",8
"Layth",8
"Lenno",8
"Leonart",8
"Lewi",8
"Levon",8
"Lincoln",8
"Loa",8
"Loi",8
